Elf Code,Electrolyte,CE (%),LCE,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Method,Current (mA/cm2),Capacity (mAh/cm2),Cycle,Reference
531,3 M LiFSI DETMS,98.92,1.967,CCO[Si](C)(C)O[Si](C)(C)OCC:3.969788248,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,0.5,1,10,155
532,"0.8 M LiFNFSI TEP:BTFE (1:1, v)",94.80,1.284,CCOP(=O)(OCC)OCC:2.942581237,C(C(F)(F)F)OCC(F)(F)F:3.855617558,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.8,,,Aurbach,0.5,1,10,156
533,0.8 M LiFNFSI FEBFP,99.30,2.155,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCCOCC(F)(F)F:3.607131815,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F:0.8,,,Aurbach,0.5,1,10,156
534,1 M LiFSI DCEP,98.00,1.699,CCOP(=O)(CCC#N)OCC:5.649717514,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.1,0.2,10,157
535,2.1 M LiFSI EMP,99.00,2.000,CCOCCCOC:7.091478379,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,0.5,1,10,158
536,2.1 M LiFSI F1EMP,98.47,1.815,C(F)COCCCOC:7.204230007,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,0.5,1,10,158
537,2.1 M LiFSI F2EMP,99.35,2.187,C(F)(F)COCCCOC:6.862999481,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,0.5,1,10,158
538,2.1 M LiFSI F3EMP,99.43,2.244,C(F)(F)(F)COCCCOC:6.372349695,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,0.5,1,10,158
539,"1 M LiPF6 EC:DMC (1:1, v) + 2 vol% F6-0",93.79,1.207,C1COC(=O)O1:7.344825237,COC(=O)OC:5.820511113,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.1489821654,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.4,0.8,10,159
540,"1 M LiPF6 + 0.02M LiNO3 EC:DMC (1:1, v) + 2 vol% F6-0",94.64,1.271,C1COC(=O)O1:7.344825237,COC(=O)OC:5.820511113,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.1489821654,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.02,,Aurbach,0.4,0.8,10,159
541,"1 M LiPF6 + 0.04M LiNO3 EC:DMC (1:1, v) + 2 vol% F6-0",96.60,1.469,C1COC(=O)O1:7.344825237,COC(=O)OC:5.820511113,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.1489821654,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.04,,Aurbach,0.4,0.8,10,159
542,"1 M LiPF6 + 0.08M LiNO3 EC:DMC (1:1, v) + 2 vol% F6-0",94.83,1.287,C1COC(=O)O1:7.344825237,COC(=O)OC:5.820511113,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.1489821654,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.08,,Aurbach,0.4,0.8,10,159
543,"1 M LiPF6 + 0.16M LiNO3 EC:DMC (1:1, v) + 2 vol% F6-0",93.66,1.198,C1COC(=O)O1:7.344825237,COC(=O)OC:5.820511113,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.1489821654,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.16,,Aurbach,0.4,0.8,10,159
544,"1 M LiPF6 EC:DMC (1:1, v) + 4 vol% F6-0",93.70,1.201,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Aurbach,0.4,0.8,10,159
545,"1 M LiPF6 + 0.04M LiNO3 EC:DMC (1:1, v) + 4 vol% F6-0",95.27,1.325,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.04,,Aurbach,0.4,0.8,10,159
546,"1 M LiPF6 + 0.08M LiNO3 EC:DMC (1:1, v) + 4 vol% F6-0",97.20,1.553,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.08,,Aurbach,0.4,0.8,10,159
547,"1 M LiPF6 + 0.16M LiNO3 EC:DMC (1:1, v) + 4 vol% F6-0",95.39,1.336,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.16,,Aurbach,0.4,0.8,10,159
548,"1 M LiPF6 + 0.32M LiNO3 EC:DMC (1:1, v) + 4 vol% F6-0",94.06,1.226,C1COC(=O)O1:7.194930844,COC(=O)OC:5.701725172,FC1(F)C(=O)OC(=O)C(F)(F)C1(F)F:0.2979643308,,,[Li+].F[P-](F)(F)(F)(F)F:1,[Li+].[N+](=O)([O-])[O-]:0.32,,Aurbach,0.4,0.8,10,159
549,(PMpyrf)0.8Li0.2FSI,96.50,1.456,,,,,,CCC[N+]1(CC(F)CC1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.2,,Aurbach,0.1,0.6,10,160
550,(PMpyrf)0.5Li0.5FSI,97.90,1.678,,,,,,CCC[N+]1(CC(F)CC1)C.[N-](S(=O)(=O)F)S(=O)(=O)F:0.5,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.5,,Aurbach,0.1,0.6,10,160
551,1LiFSI:5ESF,99.15,2.071,FS(CC)(=O)=O:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,161
552,1LiFSI:5DMFSA,99.80,2.699,FS(=O)(=O)N(C)C:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,161
553,1LiFSI:5DEFSA,99.80,2.699,FS(=O)(=O)N(CC)CC:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,161
554,1LiFSI:5PyFSA,99.60,2.398,FS(=O)(=O)N1CCCC1:5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,161
555,2M LiFSI EM,92.96,1.152,CCOS(C)(=O)=O:9.713273196,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,9,162
556,2M LiFSI TFEM,99.14,2.066,C(F)(F)(F)COS(C)(=O)=O:8.533093808,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,9,162
557,1 LiFSI: 1.7 FTEP: 4 PFPN,97.30,1.569,C(C(F)(F)F)OP(=O)(OCC(F)(F)F)OCC(F)(F)F:1.7,CCOP1(=NP(=NP(=N1)(F)F)(F)F)F:4,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,50,163
558,10 M LiFSI DME,99.36,2.194,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:10,,,Aurbach,0.5,1,10,164
559,2 M LiFSI DME:ClDEE 1:7,99.84,2.796,COCCOC:1.203950289,C(CCl)OCCCl:7.464512971,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Aurbach,0.5,1,10,164
560,"1 M LiFSI DEE:TTE (1:1, vol%)",98.89,1.955,CCOCCOCC:3.562603662,FC(F)C(F)(F)COC(F)(F)C(F)F:3.301203885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,100,165
561,"1 M LiFSI DBE:TTE (1:1, vol%)",99.13,2.060,CCCCOCCOCCCC:2.409915079,FC(F)C(F)(F)COC(F)(F)C(F)F:3.301203885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,250,165
562,0.8 M LiFSI in TEOS (tetraethoxysilane),99.07,2.033,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,,,Aurbach,1,1,50,166
563,1.5 M LiFSI in TEOS (tetraethoxysilane),99.32,2.166,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,1,1,50,166
564,2.1 M LiFSI in TEOS (tetraethoxysilane),99.18,2.088,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,1,1,50,166
565,3 M LiFSI in TEOS (tetraethoxysilane),98.86,1.943,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,1,1,50,166
566,0.8 M LiFSI in MTES (methyltriethoxysilane),99.26,2.128,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,,,Aurbach,1,1,50,166
567,1.5 M LiFSI in MTES (methyltriethoxysilane),99.50,2.298,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,1,1,50,166
568,2.1 M LiFSI in MTES (methyltriethoxysilane),99.13,2.059,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,1,1,50,166
569,3 M LiFSI in MTES (methyltriethoxysilane),99.08,2.037,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,1,1,50,166
570,1.5 M LiFSI in DMES (dimethyldiethoxysilane),99.37,2.203,CCO[Si](C)(C)OCC:5.833558133,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,1,1,50,166
571,2.1 M LiFSI in DMES (dimethyldiethoxysilane),99.63,2.434,CCO[Si](C)(C)OCC:5.833558133,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,1,1,50,166
572,3 M LiFSI in DMES (dimethyldiethoxysilane),99.41,2.230,CCO[Si](C)(C)OCC:5.833558133,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,1,1,50,166
573,3.6 M LiFSI in DMES (dimethyldiethoxysilane),99.35,2.186,CCO[Si](C)(C)OCC:5.833558133,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3.6,,,Aurbach,1,1,50,166
574,0.8 M LiFSI in DMMS (dimethyldimethoxysilane),99.76,2.618,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,,,Aurbach,1,1,50,166
575,1.5 M LiFSI in DMMS (dimethyldimethoxysilane),99.81,2.710,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,1,1,50,166
576,2.1 M LiFSI in DMMS (dimethyldimethoxysilane),99.66,2.466,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,Aurbach,1,1,50,166
577,3 M LiFSI in DMMS (dimethyldimethoxysilane),99.43,2.241,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,Aurbach,1,1,50,166
578,1.5 M LiFSI DMDMS,99.40,2.222,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Cycle,0.5,2,200,167
579,0.5 M LiFSI DMDMS,97.09,1.536,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.5,,,Aurbach,0.5,0.5,10,167
580,1.5 M LiFSI DMDMS,98.47,1.815,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,Aurbach,0.5,0.5,10,167
581,"0.25 M LiNO3 + 0.9 M LiDFOB in DFNCA:FEC (1:1, vol%)",96.80,1.495,O=C(OCC(F)F)N(CC)CC:3.09084888,C1C(OC(=O)O1)F:6.854998397,,,,[Li+].[N+](=O)([O-])[O-]:0.25,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.9,,Cycle,0.5,0.5,70,168
582,"LiFSI:DMAC:TTE, 1.0:1.3:2.0",99.20,2.097,CN(C)C(C)=O:1.3,FC(F)C(F)(F)COC(F)(F)C(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.2,1,350,169
583,1 M LiFSI BMEM,98.50,1.824,COCCOCOCCOC:6.059683313,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,0.5,20,170
584,LiFSI-1.2G1-3TTE,99.30,2.155,COCCOC:1.2 ,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,300,171
585,LiFSI-1.0G2-3TTE,99.20,2.097,COCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,300,171
586,LiFSI-1.0G3-3TTE,99.20,2.097,COCCOCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,300,171
587,LiFSI-0.64G4-3TTE,99.00,2.000,COCCOCCOCCOCCOC:0.64,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,200,171
588,"1 M LiPF6 in AN2-DME:FEC:TTE (2:2:1, vol%)",98.40,1.796,C(COCCOCCC#N)C#N:2.544589774,C1C(OC(=O)O1)F:5.483998718,FC(F)C(F)(F)COC(F)(F)C(F)F:1.320481554,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,0.5,1,100,172
589,LiFSI:DME:3TTE,99.30,2.155,COCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,400,173
590,LiFSI:DMP:3TTE,99.30,2.155,COCCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,400,173
591,LiFSI:DMB:3TTE,99.30,2.155,COCCCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,400,173
592,2 M LiFSI TFDOL,98.50,1.824,C1OCOC1C(F)(F)F:9.853811666,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,Cycle,1,1,120,174
593,1 M LiFSI TEOF,95.60,1.357,CCOC(OCC)OCC:6.012145749,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,100,175
594,1 M LiFSI TFEDOL,98.60,1.854,C1OC(OCC)OC1C(F)(F)F:6.769462204,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,1,300,175
595,1 M LiFSI TEOF,97.80,1.658,CCOC(OCC)OCC:6.012145749,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,100,175
596,1 M LiFSI TFEDOL,99.00,2.000,C1OC(OCC)OC1C(F)(F)F:6.769462204,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,200,175
597,1.0 M LiFSI/0.3 M LiNO3 in THP,96.80,1.495,C1CCOCC1:10.21711367,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.3,,Aurbach,0.5,1,10,176
598,1.0 M LiFSI/0.3 M LiNO3 in CNTHP,99.50,2.301,C1COCCC1C#N:9.087637214,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.3,,Aurbach,0.5,1,10,176
599,"1 M LiPF6 FEC/DEC (1:1, v)",95.10,1.310,C1C(OC(=O)O1)F:6.854998397,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,0.5,1,100,177
600,"1 M LiPF6 DFEC/DEC (1:1, v)",97.60,1.620,FC1OC(=O)OC1F:6.127055788,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,0.5,1,100,177
601,"1 M LiPF6 FEC/DEC (1:1, v)",94.20,1.237,C1C(OC(=O)O1)F:6.854998397,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,1,1,100,177
602,"1 M LiPF6 DFEC/DEC (1:1, v)",97.10,1.538,FC1OC(=O)OC1F:6.127055788,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,Cycle,1,1,100,177
603,LiFSI:2MTMS:2TFMTMS,99.50,2.301,CO[Si](C)(C)C:2,C[Si](C)(C)C(F)(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,0.5,2,200,178
604,1.2 M LiPF6 DFEA,99.00,2.000,CC(=O)OCC(F)F:9.750987187,,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,Aurbach,0.5,1,10,179
605,LiFSI-TMP-TTE 1.0:1.25:1.5,98.40,1.796,COP(=O)(OC)OC:1.25,FC(F)C(F)(F)COC(F)(F)C(F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
606,LiFSI-TMP-FB123 1.0:1.25:1.5,99.00,2.000,COP(=O)(OC)OC:1.25,C1=CC(=C(C(=C1)F)F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
607,LiFSI-DMC-FB123 1.0:1.25:1.5,99.10,2.046,COC(=O)OC:1.25,C1=CC(=C(C(=C1)F)F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
608,LiFSI-DME-FB123 1.0:1.25:1.5,99.20,2.097,COCCOC:1.25,C1=CC(=C(C(=C1)F)F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
609,LiFSI-DMC-TTE 1.0:1.25:1.5,99.30,2.155,COC(=O)OC:1.25,FC(F)C(F)(F)COC(F)(F)C(F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
610,LiFSI-DME-TTE 1.0:1.25:1.5,99.30,2.155,COCCOC:1.25,FC(F)C(F)(F)COC(F)(F)C(F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
611,LiFSI-TMS-BTFE 1.0:1.25:1.5,98.40,1.796,O=S1(=O)CCCC1:1.25,C(C(F)(F)F)OCC(F)(F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
612,LiFSI-TMS-FB123 1.0:1.25:1.5,98.80,1.921,O=S1(=O)CCCC1:1.25,C1=CC(=C(C(=C1)F)F)F:1.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
613,LiFSI-TMOS-FB1245 1.0:2.5:3.0,99.30,2.155,CO[Si](C)(C)C:2.5,Fc1cc(F)c(F)cc1F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
614,LiFSI-TMOS-FB124 1.0:2.5:3.0,99.30,2.155,CO[Si](C)(C)C:2.5,C1=CC(=C(C=C1F)F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
615,LiFSI-MeTHF-FB123 1.0:2.5:3.0,99.10,2.046,CC1CCCO1:2.5,C1=CC(=C(C(=C1)F)F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
616,LiFSI-MTBE-FB123 1.0:2.5:3.0,99.20,2.097,CC(C)(C)OC:2.5,C1=CC(=C(C(=C1)F)F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
617,LiFSI-TMOS-TTE 1.0:2.5:3.0,99.30,2.155,CO[Si](C)(C)C:2.5,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
618,LiFSI-MTBE-BTFE 1.0:2.5:3.0,99.30,2.155,CC(C)(C)OC:2.5,C(C(F)(F)F)OCC(F)(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
619,LiFSI-MeTHF-FB135 1.0:2.5:3.0,99.65,2.456,CC1CCCO1:2.5,Fc1cc(F)cc(F)c1:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
620,LiFSI-MTBE-FB135 1.0:2.5:3.0,99.60,2.398,CC(C)(C)OC:2.5,Fc1cc(F)cc(F)c1:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
621,LiFSI-TMOS-FB135 1.0:2.5:3.0,99.75,2.602,CO[Si](C)(C)C:2.5,Fc1cc(F)cc(F)c1:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
622,LiFSI-TMOS-CFH 1.0:2.5:3.0,99.55,2.347,CO[Si](C)(C)C:2.5,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
623,LiFSI-MTBE-MNE 1.0:2.5:3.0,99.57,2.367,CC(C)(C)OC:2.5,COC(C(C(C(F)(F)F)(F)F)(F)F)(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
624,LiFSI-MeTHF-CFH 1.0:2.5:3.0,99.60,2.398,CC1CCCO1:2.5,C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
625,LiFSI-TMOS-FB123 1.0:2.5:3.0,98.06,1.712,CO[Si](C)(C)C:2.5,C1=CC(=C(C(=C1)F)F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,180
626,LiFSI-EME 1:4,98.50,1.824,COCCOCC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
627,LiFSI-BDA 1:4,97.90,1.678,CCCC(OCC)OCC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
628,LiFSI-DMM 1:4,98.70,1.886,COCOC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
629,LiFSI-DEM 1:4,98.60,1.854,CCOCOCC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
630,LiFSI-DME 1:4,98.80,1.921,COCCOC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
631,LiFSI-DMP 1:4,98.20,1.745,COCC(C)OC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
632,LiFSI-DEE 1:4,98.30,1.770,CCOCCOCC:4,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
633,"LiFSI-2,4-DM-DOL 1:10",96.80,1.495,CC1COC(O1)C:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
634,"LiFSI-1,4-DOX 1:10",97.90,1.678,O1CCOCC1:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
635,"LiFSI-2,2,4-TM-DOL 1:10",95.60,1.357,CC1COC(O1)(C)C:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
636,LiFSI-2-M-DOL 1:10,98.10,1.721,CC1OCCO1:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
637,"LiFSI-1,3-DOX 1:10",98.30,1.770,C1COCOC1:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
638,LiFSI-THF 1:10,97.60,1.620,C1CCOC1:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
639,LiFSI-THP 1:10,96.70,1.481,C1CCOCC1:10,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Cycle,1,1,30,181
640,1 M LiFSI DETMS,99.10,2.046,CCO[Si](C)(C)OCC:5.799838144,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,182
641,1 M LiFSI F2DETMS,99.30,2.155,FCCO[Si](C)(C)OCCF:5.644198415,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,Aurbach,0.5,1,10,182
642,0.8 M LiTFSI + 0.2 M LiODFB-FEC : FEON(1 : 3),98.78,1.914,C1C(OC(=O)O1)F:3.427499199,C(COCC(F)(F)F)C#N:5.893207054,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.2,,Aurbach,0.5,1,10,183
