Electrolyte,Ionic Conductivity,LIC,Solvent_1,Solvent_2,Solvent_3,Solvent_4,Solvent_5,Salt_1,Salt_2,Salt_3,Temperature,Reference
1 M LiFSI in EGDEE:TTE (1:1 vol/vol),6.88,0.84,CCOCCOCC:3.562603662,FC(F)C(F)(F)COC(F)(F)C(F)F:3.301203885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,165
1 M LiFSI in EGDBE:TTE (1:1 vol/vol),4.01,0.6,CCCCOCCOCCCC:2.409915079,FC(F)C(F)(F)COC(F)(F)C(F)F:3.301203885,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,165
0.8 M LiFSI in TEOS,0.32,-0.49,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,,,25.0,166
1.5 M LiFSI in TEOS,0.67,-0.17,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,166
2.1 M LiFSI in TEOS,0.68,-0.17,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,25.0,166
3 M LiFSI in TEOS,0.5,-0.3,CCO[Si](OCC)(OCC)OCC:4.478471656,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,166
0.8 M LiFSI in MTES (methyltriethoxysilane),0.52,-0.28,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,,,25.0,166
1.5 M LiFSI in MTES (methyltriethoxysilane),1.1,0.04,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,166
2.1 M LiFSI in MTES (methyltriethoxysilane),1.11,0.05,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,25.0,166
3 M LiFSI in MTES (methyltriethoxysilane),0.92,-0.03,CCO[Si](OCC)(C)OCC:5.019629837,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,166
0.8 M LiFSI in DMMS (dimethyldimethoxysilane),1.05,0.02,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.8,,,25.0,166
1.5 M LiFSI in DMMS (dimethyldimethoxysilane),1.89,0.28,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,166
2.1 M LiFSI in DMMS (dimethyldimethoxysilane),2.12,0.33,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2.1,,,25.0,166
3 M LiFSI in DMMS (dimethyldimethoxysilane),1.64,0.21,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:3,,,25.0,166
0.5 M LiFSI in DMS (dimethyl dimethoxy siliane),0.25,-0.6,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:0.5,,,25.0,167
1.5 M LiFSI in DMS (dimethyl dimethoxy siliane),1.93,0.28,CO[Si](C)(C)OC:7.319913492,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1.5,,,25.0,167
"LiFSI:DMAC:HFE (1.0:1.3:2.0 mol/mol/mol), denoted as LHCE-DMAC",1.63,0.21,CN(C)C(C)=O:1.3,FC(F)C(F)(F)COC(F)(F)C(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,169
"LiFSI:DMC:HFE (1.0:1.6:2.0 mol/mol/mol), denoted as LHCE-DMC",1.27,0.1,COC(=O)OC:1.6,FC(F)C(F)(F)COC(F)(F)C(F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,169
"1.0 m LiFSI in 1,2-dimethoxyethane (DME)",12.4,1.09,COCCOC:9.631602308,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,170
1.0 m LiFSI in bis(2-methoxyethoxy)methane (BME),3.6,0.56,COCCOCOCCOC:6.059683313,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,170
LHCE-G1: LiFSI:G1:TTE = 1:1.2:3 (molar ratio),1.7,0.23,COCCOC:1.2 ,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,171
LHCE-G2: LiFSI:G2:TTE = 1:1:3 (molar ratio),2.5,0.4,COCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,171
LHCE-G3: LiFSI:G3:TTE = 1:1:3 (molar ratio),3.23,0.51,COCCOCCOCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,171
LHCE-G4: LiFSI:G4:TTE = 1:0.64:3 (molar ratio),5.51,0.74,COCCOCCOCCOCCOC:0.64,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,171
"1 M LiPF6 in AN2-DME:FEC:TTE (2:2:1, vol%)",3.14,0.5,C(COCCOCCC#N)C#N:2.544589774,C1C(OC(=O)O1)F:5.483998718,FC(F)C(F)(F)COC(F)(F)C(F)F:1.320481554,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,172
"1 M LiPF6 in DME:FEC:TTE (2:2:1, vol%)",10.98,1.04,COCCOC:3.852640923,C1C(OC(=O)O1)F:5.483998718,FC(F)C(F)(F)COC(F)(F)C(F)F:1.320481554,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,172
"1 M LiPF6 in AN:FEC:TTE (2:2:1, vol%)",18.55,1.27,CC#N:7.658206265,C1C(OC(=O)O1)F:5.483998718,FC(F)C(F)(F)COC(F)(F)C(F)F:1.320481554,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,172
"LiFSI:DME:TTE = 1:1:3 (molar ratio), labeled as C2-ELY",1.7,0.23,COCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,173
"LiFSI:DMP:TTE = 1:1:3 (molar ratio), labeled as C3-ELY",4.33,0.64,COCCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,173
"LiFSI:DMB:TTE = 1:1:3 (molar ratio), labeled as C4-ELY",5.9,0.77,COCCCCOC:1,FC(F)C(F)(F)COC(F)(F)C(F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,173
2 M LiTFSI in DOL,13.2,1.12,O1CCOC1:14.30924161,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:2,,,25.0,174
2 M LiFSI in TFDOL,3.7,0.57,C1OCOC1C(F)(F)F:9.853811666,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:2,,,25.0,174
1 M LiFSI in TOF,5.5,0.74,CCOC(OCC)OCC:6.012145749,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,175
1 M LiFSI in cFTOF,0.7,-0.15,C1OC(OCC)OC1C(F)(F)F:6.769462204,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,175
1.0 M LiFSI + 0.3 M LiNO3 in CNTHP (4-cyanotetrahydropyran) (CHEE),1.5,0.18,C1COCCC1C#N:9.087637214,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,[Li+].[N+](=O)([O-])[O-]:0.3,,25.0,176
1 m LiPF6 in FEC:DEC (1:1 vol/vol),6.51,0.81,C1C(OC(=O)O1)F:6.854998397,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,177
1 m LiPF6 in DFEC:DEC (1:1 vol/vol),4.73,0.67,FC1OC(=O)OC1F:6.127055788,O=C(OCC)OCC:4.126809447,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,177
1 M LiPF6 in DEC,2.43,0.39,O=C(OCC)OCC:8.253618894,,,,,[Li+].F[P-](F)(F)(F)(F)F:1,,,25.0,177
"1.2 M LiPF6 in 2,2-difluoroethyl acetate (DFEA) with 10 wt% FEC",7.2,0.86,CC(=O)OCC(F)F:9.750987187,C1C(OC(=O)O1)F:1.312808569,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,25.0,179
"1.2 M LiPF6 in 2,2,2-trifluoroethyl acetate (TFEA)",2.5,0.4,CC(=O)OCC(F)F:9.750987187,,,,,[Li+].F[P-](F)(F)(F)(F)F:1.2,,,25.0,179
LiFSI-2.5TMOS-0FB135,0.46,-0.34,CO[Si](C)(C)C:2.5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-1.0FB135,0.92,-0.04,CO[Si](C)(C)C:2.5,Fc1cc(F)cc(F)c1:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-2.0FB135,1.21,0.08,CO[Si](C)(C)C:2.5,Fc1cc(F)cc(F)c1:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-3.0FB135,1.25,0.1,CO[Si](C)(C)C:2.5,Fc1cc(F)cc(F)c1:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-3.5FB135,1.18,0.07,CO[Si](C)(C)C:2.5,Fc1cc(F)cc(F)c1:3.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-4.0FB135,0.87,-0.06,CO[Si](C)(C)C:2.5,Fc1cc(F)cc(F)c1:4,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-0FB123,0.46,-0.34,CO[Si](C)(C)C:2.5,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-1.0FB123,0.9,-0.05,CO[Si](C)(C)C:2.5,C1=CC(=C(C(=C1)F)F)F:1,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-2.0FB123,1.13,0.05,CO[Si](C)(C)C:2.5,C1=CC(=C(C(=C1)F)F)F:2,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-3.0FB123,1.2,0.08,CO[Si](C)(C)C:2.5,C1=CC(=C(C(=C1)F)F)F:3,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-3.5FB123,1.1,0.04,CO[Si](C)(C)C:2.5,C1=CC(=C(C(=C1)F)F)F:3.5,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
LiFSI-2.5TMOS-4.0FB123,0.8,-0.1,CO[Si](C)(C)C:2.5,C1=CC(=C(C(=C1)F)F)F:4,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,25.0,180
1.0 M LiFSI in F2DEO,1.39,0.14,FCCO[Si](C)(C)OCCF:5.644198415,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,30.0,182
1.0 M LiFSI in MFS,0.95,-0.02,C[Si](C)(C)OCCF:6.3123899,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,30.0,182
1.0 M LiFSI in DEO,0.75,-0.12,CCO[Si](C)(C)OCC:5.799838144,,,,,[Li+].[N-](S(=O)(=O)F)S(=O)(=O)F:1,,,30.0,182
1 M LiTFSI in FEON,2.87,0.46,C(COCC(F)(F)F)C#N:7.857609406,,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,30.0,183
1 M LiTFSI in FEC:FEON (1:1 by vol.),2.97,0.47,C1C(OC(=O)O1)F:6.854998397,C(COCC(F)(F)F)C#N:3.928804703,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,30.0,183
0.8 M LiTFSI + 0.4 M LiDFOB in FMMA:FEC (7:3 by volume),4.8,0.68,CON(C)C(=O)C(F)(F)F:5.788401553,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.4,,25.0,184
0.8 M LiTFSI + 0.4 M LiDFOB in FDMA:FEC (7:3 by volume),2.3,0.36,CN(C)C(=O)C(F)(F)F:6.2509745,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.4,,25.0,184
0.8 M LiTFSI + 0.4 M LiDFOB in DMA:FEC (7:3 by volume),6.3,0.8,CN(C)C(C)=O:7.528696051,C1C(OC(=O)O1)F:4.112999038,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:0.8,[Li+].[B-]1(OC(=O)C(=O)O1)(F)F:0.4,,25.0,184
"1 M LiTFSI EC:EMC (3:7, v/v)",5.7,0.76,C1COC(=O)O1:4.496831778,CCOC(=O)OC:6.764389457,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F:1,,,25.0,185
"1 M LiDFTFSI EC:EMC (3:7, v/v)",3.7,0.57,C1COC(=O)O1:4.496831778,CCOC(=O)OC:6.764389457,,,,[Li+].C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F):1,,,25.0,185
